account_id,industry,company_size,region,contract_type,subscription_plan,account_age_months,monthly_recurring_revenue,seat_count,seats_used_percent,weekly_active_users,feature_adoption_rate,avg_session_minutes,admin_logins_last_30d,onboarding_completion_percent,days_since_last_login,support_tickets_last_90d,nps_score,nps_band,account_health_score,health_band,churn_flag,renewal_probability,expansion_revenue,usage_band,revenue_band,login_recency_band
5097,education,mid_market,UK,monthly,enterprise,13,4019.39,131,79.85,37,68.96,17.09,4,57.42,11,0,,,0.748,high_health,0,61.41,1812.02,medium_usage,enterprise_mrr,warming_8_30d
5098,software,mid_market,North America,annual,growth,6,354.02,22,78.79,8,54.89,28.24,4,56.29,28,4,-2.0,detractor,0.636,medium_health,0,80.01,96.96,medium_usage,mid_mrr,warming_8_30d
5099,finance,mid_market,North America,monthly,growth,3,390.79,9,89.89,1,26.54,24.82,2,48.56,16,4,5.0,passive,0.53,medium_health,0,65.46,86.48,low_usage,mid_mrr,warming_8_30d
5100,software,enterprise,North America,monthly,business,3,2596.03,34,68.75,6,43.95,11.56,2,33.91,4,2,17.0,passive,0.518,medium_health,0,62.12,592.14,medium_usage,enterprise_mrr,active_0_7d
5101,finance,small,APAC,annual,growth,36,154.9,15,95.72,5,23.02,17.83,4,46.37,7,1,36.0,passive,0.556,medium_health,0,77.19,46.06,low_usage,mid_mrr,active_0_7d
5102,healthcare,mid_market,APAC,monthly,business,2,1066.49,46,88.48,11,35.23,17.85,3,59.17,34,2,43.0,passive,0.609,medium_health,0,76.01,366.57,medium_usage,high_mrr,inactive_31_90d
5103,healthcare,mid_market,Europe,annual,business,9,1060.27,46,77.87,19,42.33,31.46,4,55.03,5,2,,,0.621,medium_health,1,95.52,28.09,medium_usage,high_mrr,active_0_7d
5104,finance,small,North America,monthly,growth,7,75.07,14,79.05,2,26.04,22.95,7,59.73,1,4,46.0,passive,0.561,medium_health,0,65.25,12.65,low_usage,low_mrr,active_0_7d
5105,finance,mid_market,North America,monthly,business,36,913.49,32,80.88,9,53.06,17.61,4,64.54,35,1,37.0,passive,0.679,high_health,1,82.24,14.39,medium_usage,high_mrr,inactive_31_90d
5106,software,small,UK,annual,starter,12,28.26,5,77.14,1,44.55,16.5,2,42.48,12,2,36.0,passive,0.581,medium_health,0,75.03,8.08,medium_usage,low_mrr,warming_8_30d
5107,finance,mid_market,UK,annual,business,84,866.15,29,79.04,19,46.03,23.5,9,74.67,16,3,46.0,passive,0.688,high_health,0,88.17,247.96,medium_usage,high_mrr,warming_8_30d
5108,software,small,APAC,annual,growth,24,125.29,11,69.3,1,20.4,10.69,3,33.72,11,1,11.0,passive,0.396,medium_health,0,73.93,37.38,low_usage,mid_mrr,warming_8_30d
5109,education,small,UK,annual,starter,34,70.37,8,74.69,2,25.92,20.91,4,49.21,15,1,51.0,promoter,0.509,medium_health,1,72.83,0.55,low_usage,low_mrr,warming_8_30d
5110,other,mid_market,APAC,monthly,starter,2,117.43,3,68.06,0,28.65,17.56,2,67.31,16,3,6.0,passive,0.518,medium_health,1,75.85,5.27,low_usage,mid_mrr,warming_8_30d
5111,other,mid_market,UK,monthly,growth,5,386.84,14,34.52,2,35.52,18.74,6,50.95,2,3,35.0,passive,0.42,medium_health,0,60.36,197.55,medium_usage,mid_mrr,active_0_7d
5112,other,small,Europe,monthly,growth,3,139.34,15,51.2,1,44.51,15.43,2,55.16,3,0,26.0,passive,0.526,medium_health,0,75.33,67.13,medium_usage,mid_mrr,active_0_7d
5113,,small,Europe,annual,starter,11,70.82,3,90.03,1,45.04,10.59,2,47.88,29,3,,,0.63,medium_health,0,64.87,12.17,medium_usage,low_mrr,warming_8_30d
5114,retail,small,APAC,annual,starter,23,28.02,3,69.51,1,41.81,12.71,5,39.6,2,2,25.0,passive,0.533,medium_health,1,77.49,0.33,medium_usage,low_mrr,active_0_7d
5115,finance,small,Europe,annual,starter,3,35.82,8,87.93,1,9.19,15.35,3,58.06,6,2,30.0,passive,0.491,medium_health,0,83.06,4.99,low_usage,low_mrr,active_0_7d
5116,retail,mid_market,Europe,monthly,starter,3,169.1,6,85.91,2,32.59,24.76,3,57.43,13,2,52.0,promoter,0.605,medium_health,1,58.41,12.32,low_usage,mid_mrr,warming_8_30d
5117,finance,enterprise,North America,monthly,enterprise,17,5151.47,123,51.74,47,39.46,20.62,4,51.13,36,1,39.0,passive,0.476,medium_health,0,59.57,1929.3,medium_usage,enterprise_mrr,inactive_31_90d
5118,healthcare,small,North America,annual,starter,5,23.12,7,61.9,1,59.24,9.21,2,59.16,8,1,44.0,passive,0.654,medium_health,0,76.01,3.54,medium_usage,low_mrr,warming_8_30d
5119,education,mid_market,Europe,annual,starter,12,179.24,7,58.36,1,21.85,2.77,1,49.77,13,1,,,0.418,medium_health,0,78.62,62.15,low_usage,mid_mrr,warming_8_30d
5120,finance,small,North America,annual,growth,1,217.21,14,70.56,2,48.15,16.94,5,32.35,54,2,64.0,promoter,0.535,medium_health,0,78.11,22.29,medium_usage,mid_mrr,inactive_31_90d
5121,finance,mid_market,North America,annual,business,21,1125.81,34,82.71,8,29.84,20.5,7,62.94,21,5,,,0.567,medium_health,0,76.69,260.89,low_usage,high_mrr,warming_8_30d
5122,other,small,Europe,monthly,starter,14,50.65,5,87.75,1,27.52,21.21,4,48.77,7,1,,,0.55,medium_health,1,68.6,0.01,low_usage,low_mrr,active_0_7d
5123,,small,North America,monthly,starter,19,87.63,8,63.09,1,20.18,25.31,2,43.67,24,4,26.0,passive,0.402,medium_health,0,53.49,26.11,low_usage,low_mrr,warming_8_30d
5124,healthcare,mid_market,APAC,monthly,enterprise,6,4101.26,103,29.97,21,23.4,23.54,2,50.23,7,1,,,0.342,medium_health,1,63.72,78.61,low_usage,enterprise_mrr,active_0_7d
5125,other,small,Europe,monthly,starter,6,84.23,3,40.84,1,36.04,20.15,2,37.04,18,1,24.0,passive,0.386,medium_health,1,68.79,3.16,medium_usage,low_mrr,warming_8_30d
5126,retail,mid_market,Europe,monthly,enterprise,29,3367.61,121,65.34,46,33.05,17.9,7,55.81,3,4,,,0.53,medium_health,0,78.81,574.58,low_usage,enterprise_mrr,active_0_7d
5127,healthcare,mid_market,North America,monthly,growth,23,342.2,16,64.19,6,22.71,28.91,4,60.22,1,0,,,0.496,medium_health,0,81.61,38.45,low_usage,mid_mrr,active_0_7d
5128,software,small,North America,monthly,starter,16,42.61,7,93.03,3,35.79,12.46,6,66.57,7,4,52.0,promoter,0.675,high_health,1,68.42,0.09,medium_usage,low_mrr,active_0_7d
5129,finance,small,Europe,annual,starter,18,31.43,4,88.73,1,42.42,24.83,3,61.64,3,2,19.0,passive,0.659,medium_health,1,81.06,0.05,medium_usage,low_mrr,active_0_7d
5130,other,mid_market,APAC,annual,starter,2,128.51,6,34.11,0,0.0,23.34,0,25.27,35,0,28.0,passive,0.146,low_health,1,54.85,1.88,low_usage,mid_mrr,inactive_31_90d
5131,healthcare,mid_market,UK,annual,business,35,1077.39,31,82.0,13,75.67,29.35,4,62.59,12,0,63.0,promoter,0.823,high_health,0,88.04,402.13,high_usage,high_mrr,warming_8_30d
5132,healthcare,small,North America,monthly,business,26,353.02,43,84.6,15,41.22,17.15,2,52.21,1,0,38.0,passive,0.627,medium_health,0,70.83,55.11,medium_usage,mid_mrr,active_0_7d
5133,software,small,Europe,monthly,business,16,494.6,38,80.07,11,46.88,10.67,7,65.64,6,1,66.0,promoter,0.692,high_health,0,76.69,132.13,medium_usage,mid_mrr,active_0_7d
5134,software,mid_market,North America,monthly,business,45,781.45,28,70.63,7,24.17,13.85,8,48.73,8,1,26.0,passive,0.473,medium_health,1,61.66,6.05,low_usage,high_mrr,warming_8_30d
5135,other,small,Other,annual,growth,3,201.85,10,87.38,3,41.64,18.15,1,56.49,27,2,51.0,promoter,0.64,medium_health,0,100.0,90.85,medium_usage,mid_mrr,warming_8_30d
5136,finance,small,Other,monthly,growth,21,109.42,15,42.24,3,38.84,14.5,2,61.13,37,0,62.0,promoter,0.483,medium_health,0,72.92,41.78,medium_usage,mid_mrr,inactive_31_90d
5137,retail,small,Europe,monthly,growth,59,102.99,19,76.9,6,59.0,24.38,4,70.91,6,3,74.0,promoter,0.76,high_health,0,71.43,42.48,medium_usage,mid_mrr,active_0_7d
5138,software,enterprise,UK,annual,business,7,1833.89,36,94.3,12,39.69,7.41,6,29.07,25,1,,,0.568,medium_health,0,72.19,390.67,medium_usage,enterprise_mrr,warming_8_30d
5139,retail,mid_market,APAC,monthly,growth,0,438.11,15,81.53,4,42.82,23.94,6,61.15,21,4,,,0.629,medium_health,0,75.4,32.68,medium_usage,mid_mrr,warming_8_30d
5140,other,enterprise,UK,annual,enterprise,24,3999.56,128,85.11,65,41.58,18.26,4,60.53,1,3,37.0,passive,0.653,medium_health,1,75.29,67.33,medium_usage,enterprise_mrr,active_0_7d
5141,healthcare,mid_market,UK,monthly,business,0,1267.51,39,61.04,10,47.15,16.91,3,37.07,2,3,36.0,passive,0.531,medium_health,1,63.03,60.46,medium_usage,high_mrr,active_0_7d
5142,software,enterprise,Other,monthly,enterprise,37,3376.55,133,69.23,66,44.67,18.23,5,61.33,4,1,55.0,promoter,0.626,medium_health,0,62.0,774.31,medium_usage,enterprise_mrr,active_0_7d
5143,healthcare,small,Europe,monthly,growth,1,136.67,17,65.42,4,47.28,20.67,1,56.87,20,0,31.0,passive,0.584,medium_health,0,68.04,44.7,medium_usage,mid_mrr,warming_8_30d
5144,education,mid_market,Europe,annual,growth,19,199.9,16,47.98,4,13.17,13.02,6,64.21,2,1,49.0,passive,0.405,medium_health,1,68.17,4.57,low_usage,mid_mrr,active_0_7d
5145,finance,small,APAC,annual,growth,9,59.77,28,46.7,7,40.52,6.58,1,44.59,16,1,32.0,passive,0.456,medium_health,0,56.1,4.95,medium_usage,low_mrr,warming_8_30d
5146,other,mid_market,Europe,monthly,enterprise,4,3001.27,115,70.27,61,56.75,25.83,2,71.17,0,0,,,0.723,high_health,1,74.63,38.01,medium_usage,enterprise_mrr,active_0_7d
5147,retail,small,UK,monthly,starter,41,46.04,9,31.67,2,29.9,7.13,3,44.39,18,1,,,0.348,medium_health,0,54.32,4.88,low_usage,low_mrr,warming_8_30d
5148,other,small,North America,monthly,business,25,244.69,28,83.11,11,38.11,19.32,12,49.63,42,1,42.0,passive,0.571,medium_health,0,50.27,22.39,medium_usage,mid_mrr,inactive_31_90d
5149,retail,mid_market,North America,annual,growth,7,273.58,14,92.34,6,54.27,27.14,9,57.52,28,3,23.0,passive,0.701,high_health,0,90.49,43.44,medium_usage,mid_mrr,warming_8_30d
5150,software,mid_market,North America,monthly,business,6,1024.6,44,58.66,6,29.59,18.86,6,48.25,26,0,34.0,passive,0.449,medium_health,0,70.63,166.02,low_usage,high_mrr,warming_8_30d
5151,finance,small,Europe,annual,business,24,350.76,36,43.02,9,51.01,17.02,4,48.26,5,2,43.0,passive,0.521,medium_health,0,67.51,105.04,medium_usage,mid_mrr,active_0_7d
5152,software,mid_market,Europe,monthly,growth,33,305.78,16,48.88,4,39.61,17.72,1,61.7,1,3,61.0,promoter,0.538,medium_health,0,76.19,39.18,medium_usage,mid_mrr,active_0_7d
5153,other,small,Other,monthly,starter,23,42.62,4,85.48,1,21.86,9.92,6,53.74,36,3,7.0,passive,0.493,medium_health,0,61.85,15.98,low_usage,low_mrr,inactive_31_90d
5154,,small,Europe,monthly,starter,18,159.88,5,63.92,1,17.55,17.77,3,44.77,2,1,5.0,passive,0.397,medium_health,0,56.58,3.57,low_usage,low_mrr,active_0_7d
5155,retail,mid_market,UK,annual,starter,5,87.52,4,54.1,0,13.63,15.35,0,18.0,1,2,20.0,passive,0.281,low_health,1,64.22,4.85,low_usage,low_mrr,active_0_7d
5156,finance,small,North America,annual,starter,34,39.38,5,96.91,1,48.88,18.45,2,52.13,14,6,10.0,passive,0.677,high_health,0,93.47,14.4,medium_usage,low_mrr,warming_8_30d
5157,software,enterprise,APAC,monthly,business,25,1532.72,40,82.88,14,46.64,19.71,4,64.11,11,2,57.0,promoter,0.686,high_health,1,75.27,79.96,medium_usage,enterprise_mrr,warming_8_30d
5158,education,small,Europe,monthly,business,13,279.47,24,71.81,7,43.86,16.45,2,42.84,3,4,22.0,passive,0.557,medium_health,0,72.62,79.18,medium_usage,mid_mrr,active_0_7d
5159,healthcare,mid_market,UK,monthly,starter,13,94.38,4,82.28,1,36.38,22.33,6,53.86,12,1,29.0,passive,0.586,medium_health,0,58.98,19.28,medium_usage,low_mrr,warming_8_30d
5160,software,mid_market,North America,monthly,growth,15,262.02,11,40.91,2,3.8,12.44,3,47.1,5,2,25.0,passive,0.269,low_health,1,54.2,0.15,low_usage,mid_mrr,active_0_7d
5161,retail,small,Europe,annual,business,32,274.2,21,86.76,6,54.05,13.08,10,81.58,19,1,56.0,promoter,0.777,high_health,0,91.85,86.47,medium_usage,mid_mrr,warming_8_30d
5162,software,small,Europe,monthly,business,24,521.69,23,24.38,3,21.4,20.96,2,60.22,31,0,,,0.316,low_health,0,63.72,125.71,low_usage,high_mrr,inactive_31_90d
5163,finance,mid_market,Europe,annual,business,35,1351.33,37,58.14,17,60.69,12.62,8,50.65,5,2,33.0,passive,0.619,medium_health,1,79.69,8.93,medium_usage,high_mrr,active_0_7d
5164,healthcare,mid_market,APAC,annual,growth,13,327.79,22,69.36,8,55.15,13.7,3,60.38,47,0,24.0,passive,0.62,medium_health,0,74.03,166.41,medium_usage,mid_mrr,inactive_31_90d
5165,software,small,APAC,annual,starter,18,50.15,6,79.7,2,53.68,19.96,6,53.48,8,4,35.0,passive,0.667,high_health,0,89.6,14.06,medium_usage,low_mrr,warming_8_30d
5166,other,small,Other,annual,starter,35,38.45,7,65.78,2,30.18,19.45,6,63.6,42,2,42.0,passive,0.512,medium_health,0,78.47,20.28,low_usage,low_mrr,inactive_31_90d
5167,,small,Europe,annual,starter,5,71.18,13,98.24,3,25.7,16.28,5,51.65,13,3,,,0.573,medium_health,0,69.47,16.74,low_usage,low_mrr,warming_8_30d
5168,software,small,Other,annual,growth,11,273.78,16,63.61,5,34.63,27.3,3,21.32,3,1,25.0,passive,0.427,medium_health,0,65.21,73.96,low_usage,mid_mrr,active_0_7d
5169,software,small,APAC,monthly,starter,17,46.27,6,68.51,2,33.14,23.82,2,47.09,9,5,29.0,passive,0.506,medium_health,0,83.18,10.93,low_usage,low_mrr,warming_8_30d
5170,education,small,North America,annual,growth,44,124.14,15,29.46,2,27.97,15.41,1,46.48,7,1,39.0,passive,0.353,medium_health,0,68.16,66.71,low_usage,mid_mrr,active_0_7d
5171,finance,mid_market,Europe,annual,growth,0,369.41,14,68.25,3,18.71,13.53,2,44.88,26,0,30.0,passive,0.417,medium_health,0,54.35,143.77,low_usage,mid_mrr,warming_8_30d
5172,healthcare,mid_market,North America,monthly,growth,4,342.93,23,85.65,7,32.25,18.99,4,45.12,25,1,16.0,passive,0.534,medium_health,0,68.1,78.36,low_usage,mid_mrr,warming_8_30d
5173,software,enterprise,North America,annual,business,5,1674.63,28,53.32,8,21.9,21.75,3,50.27,24,3,34.0,passive,0.4,medium_health,0,81.06,385.88,low_usage,enterprise_mrr,warming_8_30d
5174,software,mid_market,North America,annual,business,7,1035.19,44,90.41,11,65.56,26.27,9,66.52,1,2,,,0.798,high_health,0,96.71,300.76,medium_usage,high_mrr,active_0_7d
5175,finance,enterprise,North America,annual,business,6,2770.42,27,91.14,11,46.23,20.04,5,56.04,1,2,47.0,passive,0.691,high_health,0,81.09,789.04,medium_usage,enterprise_mrr,active_0_7d
5176,education,small,UK,monthly,starter,16,37.22,9,51.68,3,34.32,25.23,4,61.75,35,1,17.0,passive,0.466,medium_health,1,85.64,0.96,low_usage,low_mrr,inactive_31_90d
5177,other,mid_market,Europe,annual,starter,39,262.43,2,81.18,1,44.59,10.77,1,42.33,4,3,39.0,passive,0.603,medium_health,0,79.89,54.02,medium_usage,mid_mrr,active_0_7d
5178,software,enterprise,North America,monthly,growth,18,435.66,17,73.73,2,33.45,17.57,1,28.9,8,8,1.0,passive,0.457,medium_health,0,81.29,56.62,low_usage,mid_mrr,warming_8_30d
5179,healthcare,mid_market,UK,annual,business,5,651.53,39,31.11,11,9.61,13.59,3,66.96,11,1,38.0,passive,0.323,low_health,1,72.17,5.18,low_usage,high_mrr,warming_8_30d
5180,other,small,APAC,monthly,starter,36,53.18,1,65.49,0,19.4,16.45,1,68.87,50,1,45.0,passive,0.469,medium_health,1,74.48,4.99,low_usage,low_mrr,inactive_31_90d
5181,finance,mid_market,Other,monthly,starter,18,236.67,6,83.94,1,44.45,15.05,4,79.93,18,0,11.0,passive,0.686,high_health,0,91.32,104.43,medium_usage,mid_mrr,warming_8_30d
5182,education,enterprise,Europe,monthly,enterprise,4,4927.6,118,73.03,36,60.88,14.88,3,65.02,5,2,,,0.73,high_health,1,74.97,64.42,medium_usage,enterprise_mrr,active_0_7d
5183,software,mid_market,Europe,monthly,growth,8,225.74,12,65.73,1,7.52,10.64,5,33.86,18,0,31.0,passive,0.33,low_health,0,51.21,58.08,low_usage,mid_mrr,warming_8_30d
5184,other,mid_market,North America,monthly,starter,28,130.65,5,61.21,2,51.23,15.74,3,37.86,51,1,,,0.515,medium_health,0,49.45,27.15,medium_usage,mid_mrr,inactive_31_90d
5185,education,mid_market,North America,monthly,starter,24,98.82,6,63.95,1,35.27,26.56,4,66.24,0,1,26.0,passive,0.559,medium_health,1,68.98,5.2,medium_usage,low_mrr,active_0_7d
5186,other,enterprise,North America,monthly,growth,15,940.32,12,67.15,2,10.41,11.52,0,45.91,4,2,45.0,passive,0.403,medium_health,1,54.3,42.54,low_usage,high_mrr,active_0_7d
5187,retail,small,Europe,annual,starter,3,47.8,8,88.3,3,35.04,6.72,2,69.23,15,2,,,0.64,medium_health,0,76.31,17.52,medium_usage,low_mrr,warming_8_30d
5188,finance,mid_market,Other,monthly,business,29,650.28,28,55.06,5,1.9,10.78,4,61.2,0,2,24.0,passive,0.351,medium_health,0,62.51,100.63,low_usage,high_mrr,active_0_7d
5189,other,small,North America,monthly,growth,7,339.02,9,45.69,2,33.5,4.97,1,35.45,35,2,17.0,passive,0.369,medium_health,0,60.55,108.91,low_usage,mid_mrr,inactive_31_90d
5190,software,mid_market,North America,monthly,starter,27,38.33,4,25.44,0,26.49,5.73,2,33.75,10,2,15.0,passive,0.278,low_health,1,56.57,0.28,low_usage,low_mrr,warming_8_30d
5191,finance,mid_market,North America,annual,business,19,1659.88,26,61.18,5,29.87,3.21,3,72.72,24,2,35.0,passive,0.529,medium_health,0,66.84,331.69,low_usage,enterprise_mrr,warming_8_30d
5192,retail,small,UK,monthly,starter,6,67.93,5,43.39,1,21.97,11.43,3,35.68,23,0,36.0,passive,0.328,low_health,1,47.58,3.29,low_usage,low_mrr,warming_8_30d
5193,education,small,North America,monthly,starter,4,37.75,4,88.38,1,37.47,19.73,3,42.17,15,4,31.0,passive,0.579,medium_health,1,83.24,2.18,medium_usage,low_mrr,warming_8_30d
5194,other,mid_market,Europe,monthly,business,3,1690.48,43,63.81,9,31.59,15.44,0,55.77,14,2,18.0,passive,0.495,medium_health,0,78.48,254.66,low_usage,enterprise_mrr,warming_8_30d
5195,software,small,North America,monthly,starter,5,30.32,4,59.62,1,3.54,14.42,4,33.14,83,1,2.0,passive,0.218,low_health,0,53.17,4.06,low_usage,low_mrr,inactive_31_90d
5196,education,small,Europe,monthly,starter,3,69.73,8,80.16,1,40.1,31.63,4,27.98,1,2,29.0,passive,0.533,medium_health,0,79.7,13.4,medium_usage,low_mrr,active_0_7d
5197,retail,mid_market,North America,monthly,business,17,423.47,39,96.4,15,58.53,16.5,2,40.08,7,0,,,0.737,high_health,0,70.66,85.52,medium_usage,mid_mrr,active_0_7d
5198,software,small,Europe,annual,starter,16,32.81,5,89.04,1,42.79,19.29,5,83.28,27,2,,,0.709,high_health,0,75.92,4.96,medium_usage,low_mrr,warming_8_30d
5199,finance,small,North America,monthly,starter,16,32.78,7,55.36,1,35.84,15.13,1,52.49,10,4,4.0,passive,0.471,medium_health,0,80.18,16.06,medium_usage,low_mrr,warming_8_30d
5200,finance,enterprise,UK,monthly,enterprise,18,4613.7,139,48.38,54,39.37,20.94,4,54.98,19,1,15.0,passive,0.471,medium_health,0,77.55,331.93,medium_usage,enterprise_mrr,warming_8_30d
5201,finance,small,Europe,annual,growth,30,149.61,12,78.76,4,44.56,15.38,3,45.05,21,3,13.0,passive,0.571,medium_health,0,86.49,55.26,medium_usage,mid_mrr,warming_8_30d
5202,other,small,UK,monthly,growth,44,111.59,16,87.4,6,40.72,25.85,2,69.89,2,0,54.0,promoter,0.694,high_health,0,68.85,34.77,medium_usage,mid_mrr,active_0_7d
5203,retail,mid_market,Europe,annual,growth,5,160.72,14,86.22,4,23.29,24.93,3,64.82,40,1,9.0,passive,0.531,medium_health,0,73.44,25.34,low_usage,mid_mrr,inactive_31_90d
5204,retail,mid_market,Europe,monthly,growth,16,385.53,11,72.73,3,21.34,18.92,1,66.92,10,2,47.0,passive,0.53,medium_health,0,69.94,100.31,low_usage,mid_mrr,warming_8_30d
5205,other,enterprise,North America,annual,growth,1,757.87,22,50.63,5,32.41,23.56,4,12.97,23,1,8.0,passive,0.321,low_health,1,61.98,8.9,low_usage,high_mrr,warming_8_30d
5206,finance,enterprise,Europe,annual,business,2,2301.98,36,68.12,6,22.08,18.17,3,64.33,54,1,47.0,passive,0.477,medium_health,0,68.8,424.48,low_usage,enterprise_mrr,inactive_31_90d
5207,education,mid_market,Europe,monthly,growth,19,348.13,10,55.96,1,33.63,15.8,3,45.48,16,3,42.0,passive,0.464,medium_health,1,64.18,11.35,low_usage,mid_mrr,warming_8_30d
5208,finance,small,Europe,annual,growth,12,208.08,20,77.64,4,9.73,10.88,8,34.62,17,3,10.0,passive,0.371,medium_health,0,62.9,78.08,low_usage,mid_mrr,warming_8_30d
5209,other,small,UK,monthly,starter,26,47.72,6,44.71,1,25.03,14.38,1,17.75,7,4,-6.0,detractor,0.281,low_health,0,57.31,4.65,low_usage,low_mrr,active_0_7d
5210,software,small,APAC,annual,starter,10,69.84,6,60.06,2,52.07,23.23,5,50.64,17,1,43.0,passive,0.582,medium_health,0,78.68,16.91,medium_usage,low_mrr,warming_8_30d
5211,other,small,UK,monthly,starter,2,37.35,6,63.54,1,26.59,13.54,2,64.18,2,0,43.0,passive,0.52,medium_health,1,67.32,1.02,low_usage,low_mrr,active_0_7d
5212,software,mid_market,North America,monthly,enterprise,37,2052.88,125,69.87,62,60.13,21.77,5,80.8,4,0,47.0,passive,0.751,high_health,1,96.25,55.19,medium_usage,enterprise_mrr,active_0_7d
5213,finance,mid_market,Europe,monthly,business,2,1420.88,47,50.27,15,66.94,12.48,2,66.12,25,1,45.0,passive,0.658,medium_health,1,77.91,28.02,medium_usage,high_mrr,warming_8_30d
5214,education,small,North America,monthly,enterprise,4,1928.62,121,56.12,52,59.45,22.12,5,66.41,9,1,,,0.65,medium_health,0,78.27,1375.91,medium_usage,enterprise_mrr,warming_8_30d
5215,finance,mid_market,UK,monthly,growth,6,400.7,14,64.35,2,5.49,18.07,2,54.44,2,0,10.0,passive,0.371,medium_health,1,66.94,2.2,low_usage,mid_mrr,active_0_7d
5216,retail,small,Europe,monthly,starter,84,35.9,2,56.52,1,43.97,35.0,9,69.54,21,2,,,0.584,medium_health,0,69.96,2.44,medium_usage,low_mrr,warming_8_30d
5217,finance,small,North America,annual,starter,10,34.9,9,88.56,2,36.17,18.76,3,45.01,24,4,,,0.576,medium_health,0,63.16,6.82,medium_usage,low_mrr,warming_8_30d
5218,retail,mid_market,APAC,monthly,business,13,1397.22,34,91.08,12,38.93,20.94,4,43.55,2,1,30.0,passive,0.608,medium_health,0,56.33,272.94,medium_usage,high_mrr,active_0_7d
5219,software,small,Europe,monthly,starter,26,76.5,4,53.41,0,39.02,14.51,2,37.36,15,2,8.0,passive,0.436,medium_health,0,63.26,27.62,medium_usage,low_mrr,warming_8_30d
5220,software,small,North America,annual,starter,18,47.92,9,67.22,1,22.87,14.88,4,50.79,20,3,21.0,passive,0.448,medium_health,0,82.47,13.0,low_usage,low_mrr,warming_8_30d
5221,finance,small,North America,monthly,starter,33,111.22,3,43.23,0,24.02,13.99,1,26.49,5,6,-1.0,detractor,0.3,low_health,1,49.36,4.08,low_usage,mid_mrr,active_0_7d
5222,healthcare,small,Europe,monthly,starter,12,57.54,8,90.03,2,44.55,25.45,5,41.59,37,1,7.0,passive,0.584,medium_health,1,65.24,1.08,medium_usage,low_mrr,inactive_31_90d
5223,software,mid_market,APAC,monthly,growth,64,222.49,17,92.63,9,41.78,20.31,10,69.05,9,4,46.0,passive,0.704,high_health,0,84.27,30.34,medium_usage,mid_mrr,warming_8_30d
5224,finance,enterprise,Europe,monthly,growth,29,676.49,13,49.92,5,48.72,26.73,2,79.7,53,1,42.0,passive,0.583,medium_health,0,70.39,118.33,medium_usage,high_mrr,inactive_31_90d
5225,finance,small,Other,monthly,starter,9,49.09,5,90.74,1,21.38,16.19,1,40.02,44,1,43.0,passive,0.489,medium_health,0,65.09,10.53,low_usage,low_mrr,inactive_31_90d
5226,software,small,North America,annual,starter,9,50.5,7,74.61,1,28.05,9.4,2,39.12,48,2,26.0,passive,0.449,medium_health,0,64.73,3.63,low_usage,low_mrr,inactive_31_90d
5227,healthcare,mid_market,Europe,monthly,growth,48,507.71,17,61.51,7,38.14,16.41,4,53.46,3,5,65.0,promoter,0.553,medium_health,0,73.51,37.84,medium_usage,high_mrr,active_0_7d
5228,other,enterprise,UK,monthly,enterprise,21,4293.31,121,81.13,47,57.5,17.61,5,65.71,6,1,58.0,promoter,0.742,high_health,0,73.04,1736.62,medium_usage,enterprise_mrr,active_0_7d
5229,software,small,Europe,monthly,starter,17,30.75,7,75.92,2,25.19,14.13,1,44.05,0,2,,,0.495,medium_health,0,60.11,1.61,low_usage,low_mrr,active_0_7d
5230,healthcare,small,North America,monthly,growth,26,183.97,21,83.42,5,5.54,9.55,3,43.29,29,4,27.0,passive,0.397,medium_health,0,69.52,15.5,low_usage,mid_mrr,warming_8_30d
5231,retail,mid_market,Europe,monthly,starter,15,90.27,5,52.18,1,21.44,9.57,5,64.36,15,1,26.0,passive,0.434,medium_health,0,71.94,11.34,low_usage,low_mrr,warming_8_30d
5232,finance,mid_market,Europe,monthly,growth,3,765.58,18,67.69,3,14.62,2.12,3,62.34,5,1,17.0,passive,0.451,medium_health,0,89.9,213.02,low_usage,high_mrr,active_0_7d
5233,retail,small,UK,monthly,growth,7,207.28,12,82.29,3,48.33,17.67,4,41.05,23,4,22.0,passive,0.595,medium_health,0,73.78,73.39,medium_usage,mid_mrr,warming_8_30d
5234,finance,mid_market,UK,monthly,enterprise,15,2196.55,102,87.82,24,46.14,15.7,3,54.15,38,1,47.0,passive,0.646,medium_health,0,77.74,382.23,medium_usage,enterprise_mrr,inactive_31_90d
5235,healthcare,small,UK,annual,growth,0,227.79,17,68.65,5,51.25,18.45,4,59.17,12,0,72.0,promoter,0.655,medium_health,0,72.48,49.41,medium_usage,mid_mrr,warming_8_30d
5236,software,small,Europe,monthly,starter,10,63.27,8,65.37,1,14.89,9.37,2,27.74,15,3,26.0,passive,0.347,medium_health,0,48.5,22.12,low_usage,low_mrr,warming_8_30d
5237,retail,small,North America,monthly,starter,25,61.17,4,58.86,1,33.93,26.04,7,40.02,11,5,10.0,passive,0.442,medium_health,1,79.42,2.73,low_usage,low_mrr,warming_8_30d
5238,retail,mid_market,Europe,annual,growth,3,314.07,20,85.67,5,8.55,7.22,3,52.56,67,2,30.0,passive,0.418,medium_health,0,72.95,79.84,low_usage,mid_mrr,inactive_31_90d
