customer_id,region,acquisition_channel,employment_type,device_type,customer_tenure_months,monthly_income,income_band,credit_utilization_percent,debt_to_income_ratio,savings_balance,active_loan_amount,loan_term_months,installment_size,loan_to_income_ratio,financial_stress_score,app_sessions_per_week,avg_session_minutes,days_since_last_login,support_tickets_last_90d,autopay_enabled,number_of_products,promo_usage_rate,delinquency_flag,missed_payments_last_12m,avg_days_late,repayment_rate_percent,risk_band,engagement_band,utilization_band,savings_balance_missing_flag,monthly_income_invalid_flag,savings_balance_invalid_flag
5715,Pärnu,organic,gig_worker,web,16,1023.94,lower_mid,70.04,0.57,174.3,3025.18,6,504.2,2.95,0.574,2,11.02,19,1,0,1,34.46,0,0,0.9,97.62,medium_risk,low_engagement,high_utilization,False,False,False
5716,Tallinn,organic,salaried,android,3,1985.32,mid,22.72,0.11,3286.19,1189.17,12,99.1,0.6,0.11,2,6.18,12,0,1,1,24.96,0,0,0.3,99.18,low_risk,low_engagement,low_utilization,False,False,False
5717,Tallinn,paid_search,salaried,ios,9,1353.51,lower_mid,19.89,0.22,616.1,249.89,12,20.82,0.18,0.088,5,5.11,7,0,1,2,4.19,0,0,0.0,99.63,low_risk,medium_engagement,low_utilization,False,False,False
5718,Tallinn,partner,salaried,ios,3,2073.09,mid,66.12,0.44,2678.16,391.0,12,32.58,0.19,0.215,4,9.12,2,0,1,1,38.93,0,0,3.4,99.14,low_risk,medium_engagement,medium_utilization,False,False,False
5719,Tallinn,organic,salaried,android,0,2145.13,mid,0.0,0.19,581.71,691.95,9,76.88,0.32,0.059,4,5.07,4,0,0,1,43.88,0,0,0.0,99.72,low_risk,medium_engagement,low_utilization,False,False,False
5720,Tallinn,organic,salaried,android,9,1852.81,mid,38.62,0.33,1775.39,2328.99,6,388.16,1.26,0.262,4,6.02,21,0,0,1,37.61,0,0,0.0,98.63,low_risk,medium_engagement,medium_utilization,False,False,False
5721,Tallinn,paid_search,salaried,ios,8,2259.55,mid,31.14,0.36,1354.32,7808.11,12,650.68,3.46,0.502,7,6.21,6,2,1,1,26.43,0,2,4.1,84.24,medium_risk,high_engagement,medium_utilization,False,False,False
5722,Tartu,partner,salaried,ios,8,1193.56,lower_mid,44.0,0.34,587.75,830.66,6,138.44,0.7,0.218,3,9.13,7,0,1,2,33.58,0,0,0.0,98.85,low_risk,medium_engagement,medium_utilization,False,False,False
5723,Narva,organic,salaried,android,3,1504.29,lower_mid,44.78,0.41,,885.46,3,295.15,0.59,0.222,4,4.93,4,1,1,4,54.81,0,1,7.1,92.18,low_risk,medium_engagement,medium_utilization,True,False,False
5724,Tallinn,organic,gig_worker,ios,41,904.98,low,60.94,0.44,566.27,837.99,12,69.83,0.93,0.297,5,6.89,1,0,0,3,40.15,0,1,3.8,91.9,low_risk,medium_engagement,medium_utilization,False,False,False
5725,Tallinn,social,salaried,android,0,2857.33,mid,42.94,0.36,,3112.8,9,345.87,1.09,0.257,4,10.12,6,2,0,3,45.6,0,1,1.5,89.87,low_risk,medium_engagement,medium_utilization,True,False,False
5726,Pärnu,social,salaried,android,31,4707.21,upper_mid,25.99,0.31,9812.98,2918.58,24,121.61,0.62,0.152,3,8.52,26,1,1,1,33.6,0,1,2.1,93.63,low_risk,medium_engagement,low_utilization,False,False,False
5727,Tallinn,social,self_employed,android,19,1395.94,lower_mid,38.5,0.4,1120.84,728.33,9,80.93,0.52,0.195,8,6.67,10,1,0,2,40.32,0,2,4.6,85.25,low_risk,high_engagement,medium_utilization,False,False,False
5728,Tallinn,partner,student,ios,3,782.82,low,33.62,0.45,293.55,940.05,24,39.17,1.2,0.279,2,7.45,4,2,1,1,60.25,0,0,0.0,99.38,low_risk,low_engagement,medium_utilization,False,False,False
5729,Tallinn,organic,self_employed,ios,9,1490.56,lower_mid,17.51,0.34,632.97,1499.07,3,499.69,1.01,0.2,7,6.67,15,3,0,3,44.94,1,0,0.0,98.51,low_risk,high_engagement,low_utilization,False,False,False
5730,Other,organic,salaried,android,63,2269.06,mid,17.53,0.32,1696.42,2255.22,3,751.74,0.99,0.188,3,2.41,20,1,0,2,13.14,0,0,0.5,99.18,low_risk,medium_engagement,low_utilization,False,False,False
5731,Narva,paid_search,gig_worker,web,14,1091.07,lower_mid,27.68,0.34,1788.23,780.83,12,65.07,0.72,0.182,3,5.29,3,0,1,3,21.48,1,1,0.1,92.59,low_risk,medium_engagement,low_utilization,False,False,False
5732,Tallinn,organic,unemployed,ios,2,717.62,low,44.9,0.36,436.94,738.64,12,61.55,1.03,0.262,3,8.79,3,0,0,1,33.26,0,0,2.8,99.17,low_risk,medium_engagement,medium_utilization,False,False,False
5733,Pärnu,social,salaried,ios,9,2650.36,mid,38.77,0.41,2766.41,1649.29,12,137.44,0.62,0.204,4,6.34,10,1,1,2,67.67,0,1,5.7,92.25,low_risk,medium_engagement,medium_utilization,False,False,False
5734,Tartu,partner,unemployed,ios,9,423.53,low,46.24,0.5,237.39,216.56,6,36.09,0.51,0.237,4,10.41,7,1,1,3,67.58,1,2,4.4,85.97,low_risk,medium_engagement,medium_utilization,False,False,False
5735,Pärnu,referral,salaried,android,23,2309.35,mid,60.19,0.58,215.78,4013.05,3,1337.68,1.74,0.42,4,6.76,4,0,0,1,23.21,0,1,5.8,89.22,medium_risk,medium_engagement,medium_utilization,False,False,False
5736,Pärnu,organic,salaried,android,35,1120.77,lower_mid,8.36,0.2,993.32,703.0,3,234.33,0.63,0.109,1,7.35,2,0,0,2,74.93,0,1,6.7,93.52,low_risk,low_engagement,low_utilization,False,False,False
5737,Tartu,social,salaried,ios,1,1919.66,mid,21.71,0.24,940.94,2681.81,12,223.48,1.4,0.23,2,4.52,3,1,1,3,25.59,1,1,0.8,93.29,low_risk,low_engagement,low_utilization,False,False,False
5738,Tallinn,partner,self_employed,android,5,1696.5,lower_mid,36.91,0.42,2104.83,1284.88,18,71.38,0.76,0.219,5,4.75,3,0,1,1,39.87,0,0,0.2,98.34,low_risk,medium_engagement,medium_utilization,False,False,False
5739,Tallinn,organic,salaried,android,5,1938.16,mid,12.13,0.02,4096.48,3679.37,18,204.41,1.9,0.216,4,4.78,1,1,1,1,45.19,0,2,8.2,89.87,low_risk,medium_engagement,low_utilization,False,False,False
5740,Tartu,partner,salaried,android,72,1882.72,mid,10.37,0.33,,2107.88,6,351.31,1.12,0.185,3,7.93,1,0,0,2,20.32,1,1,2.5,93.67,low_risk,medium_engagement,low_utilization,True,False,False
5741,Other,organic,salaried,android,11,1765.99,lower_mid,53.22,0.54,,3276.55,12,273.05,1.86,0.405,4,5.08,6,5,0,2,48.2,0,1,0.5,91.13,medium_risk,medium_engagement,medium_utilization,True,False,False
5742,Tartu,organic,salaried,android,30,1913.46,mid,22.67,0.25,754.32,849.76,24,35.41,0.44,0.127,6,3.9,12,1,1,1,17.92,0,2,12.5,87.09,low_risk,medium_engagement,low_utilization,False,False,False
5743,Narva,referral,salaried,android,8,2282.53,mid,5.06,0.15,,803.48,12,66.96,0.35,0.061,10,5.13,2,0,1,1,26.53,0,0,0.0,99.83,low_risk,high_engagement,low_utilization,True,False,False
5744,Other,referral,salaried,android,18,2305.11,mid,12.27,0.38,1291.61,3016.9,9,335.21,1.31,0.227,6,5.06,14,3,1,1,22.65,0,2,7.3,84.35,low_risk,medium_engagement,low_utilization,False,False,False
5745,Tallinn,organic,salaried,android,5,2186.4,mid,29.02,0.23,1315.4,1331.66,3,443.89,0.61,0.152,4,5.59,48,1,0,1,5.07,1,0,0.0,99.11,low_risk,medium_engagement,low_utilization,False,False,False
5746,Pärnu,organic,,web,34,531.77,low,45.01,0.38,121.17,681.98,6,113.66,1.28,0.302,7,4.49,14,0,0,1,27.53,1,1,0.7,92.12,low_risk,high_engagement,medium_utilization,False,False,False
5747,Pärnu,social,salaried,android,9,3065.02,upper_mid,9.65,0.34,1943.32,2046.57,12,170.55,0.67,0.14,1,5.02,4,1,1,1,10.97,0,1,6.2,94.63,low_risk,low_engagement,low_utilization,False,False,False
5748,Other,referral,salaried,ios,23,3581.61,upper_mid,12.88,0.13,474.55,8714.39,9,968.27,2.43,0.311,5,2.97,13,1,1,1,42.33,0,1,4.6,91.81,low_risk,medium_engagement,low_utilization,False,False,False
5749,Other,referral,salaried,android,4,1337.75,lower_mid,16.98,0.26,3955.9,2580.91,12,215.08,1.93,0.277,6,6.03,5,0,0,3,10.97,0,1,0.5,90.35,low_risk,medium_engagement,low_utilization,False,False,False
5750,Pärnu,organic,salaried,ios,17,2224.28,mid,27.69,0.28,1006.35,646.36,12,53.86,0.29,0.125,4,4.8,3,1,0,1,15.34,0,0,0.0,99.01,low_risk,medium_engagement,low_utilization,False,False,False
5751,Tallinn,organic,salaried,web,7,1782.63,lower_mid,16.15,0.4,768.1,918.46,9,102.05,0.52,0.153,1,8.77,4,0,1,1,22.04,0,0,0.0,99.42,low_risk,low_engagement,low_utilization,False,False,False
5752,Narva,organic,salaried,ios,0,2903.44,mid,53.44,0.4,,5942.13,6,990.36,2.05,0.394,5,7.4,9,1,0,2,45.56,1,1,0.0,89.46,medium_risk,medium_engagement,medium_utilization,True,False,False
5753,Tallinn,organic,gig_worker,web,7,1344.06,lower_mid,48.82,0.31,1100.59,1175.12,3,391.71,0.87,0.237,2,6.71,0,2,1,2,9.58,0,0,0.2,98.21,low_risk,low_engagement,medium_utilization,False,False,False
5754,Narva,organic,salaried,android,11,2139.45,mid,27.42,0.32,251.7,2721.17,9,302.35,1.27,0.25,6,5.88,17,0,0,3,39.94,0,1,0.0,91.56,low_risk,medium_engagement,low_utilization,False,False,False
5755,Other,organic,salaried,android,2,2497.21,mid,29.39,0.27,790.45,1120.61,18,62.26,0.45,0.146,7,3.97,9,0,1,1,6.25,0,0,2.5,98.93,low_risk,high_engagement,low_utilization,False,False,False
5756,Tallinn,paid_search,salaried,android,3,1892.31,mid,0.25,0.2,3677.8,2285.48,12,190.46,1.21,0.151,7,6.94,23,3,1,4,22.47,0,0,0.0,99.52,low_risk,high_engagement,low_utilization,False,False,False
5757,Tartu,organic,gig_worker,web,9,2428.38,mid,15.68,0.27,2784.94,2443.36,6,407.23,1.01,0.174,2,4.15,9,0,0,1,27.82,0,0,0.2,99.17,low_risk,low_engagement,low_utilization,False,False,False
5758,Tartu,partner,gig_worker,ios,6,1613.67,lower_mid,34.77,0.25,337.76,510.63,12,42.55,0.32,0.142,5,5.93,14,1,1,1,29.53,1,0,4.4,99.64,low_risk,medium_engagement,medium_utilization,False,False,False
5759,Tartu,organic,salaried,ios,8,2909.55,mid,24.08,0.43,3932.38,3311.02,6,551.84,1.14,0.235,5,0.5,9,0,1,1,31.42,0,1,1.7,94.09,low_risk,medium_engagement,low_utilization,False,False,False
5760,Tallinn,paid_search,salaried,ios,9,1943.99,mid,36.84,0.3,1694.08,535.1,6,89.18,0.28,0.143,5,6.07,9,0,1,1,24.05,0,2,6.3,82.58,low_risk,medium_engagement,medium_utilization,False,False,False
5761,Narva,organic,unemployed,web,2,622.64,low,36.88,0.31,167.62,466.17,12,38.85,0.75,0.211,6,5.39,15,0,0,3,33.66,1,3,9.7,72.57,low_risk,medium_engagement,medium_utilization,False,False,False
5762,Other,paid_search,salaried,android,3,2789.9,mid,40.01,0.42,1330.96,567.1,9,63.01,0.2,0.165,5,2.47,3,0,0,2,49.15,0,1,6.6,94.45,low_risk,medium_engagement,medium_utilization,False,False,False
5763,Other,organic,salaried,android,26,2693.53,mid,34.95,0.47,378.34,1873.48,3,624.49,0.7,0.228,4,5.22,0,2,1,1,18.76,1,5,15.5,58.22,low_risk,medium_engagement,medium_utilization,False,False,False
5764,Tallinn,social,salaried,android,2,1356.49,lower_mid,8.24,0.09,1572.53,972.62,18,54.03,0.72,0.095,3,6.07,6,1,1,1,50.75,0,1,1.8,95.05,low_risk,medium_engagement,low_utilization,False,False,False
5765,Other,partner,self_employed,android,15,1986.8,mid,18.35,0.21,3675.43,1217.93,24,50.75,0.61,0.121,3,2.14,7,0,0,3,30.36,0,0,2.3,99.58,low_risk,medium_engagement,low_utilization,False,False,False
5766,Pärnu,paid_search,unemployed,android,8,767.25,low,56.95,0.54,236.37,993.13,9,110.35,1.29,0.354,3,8.64,6,2,0,2,5.44,0,0,0.2,99.18,medium_risk,medium_engagement,medium_utilization,False,False,False
5767,Tallinn,organic,unemployed,android,48,621.02,low,29.78,0.27,,165.3,9,18.37,0.27,0.131,1,5.95,0,0,0,1,76.97,0,0,0.0,99.29,low_risk,low_engagement,low_utilization,True,False,False
5768,Tallinn,referral,gig_worker,android,1,1541.46,lower_mid,72.87,0.56,680.16,757.35,12,63.11,0.49,0.294,3,6.54,7,3,0,1,3.85,0,0,0.0,98.69,low_risk,medium_engagement,high_utilization,False,False,False
5769,Tallinn,partner,salaried,android,25,2036.31,mid,33.3,0.3,877.56,641.95,3,213.98,0.32,0.144,2,7.51,6,1,1,2,47.0,0,0,0.0,99.37,low_risk,low_engagement,medium_utilization,False,False,False
5770,Other,organic,salaried,ios,9,956.55,low,52.13,0.48,85.41,623.45,24,25.98,0.65,0.267,2,6.55,9,0,1,2,39.8,0,1,4.0,91.78,low_risk,low_engagement,medium_utilization,False,False,False
5771,Tartu,paid_search,salaried,ios,0,1327.27,lower_mid,20.46,0.16,1705.14,871.46,24,36.31,0.66,0.126,2,3.38,50,0,1,1,4.18,0,1,4.1,93.34,low_risk,low_engagement,low_utilization,False,False,False
5772,Pärnu,partner,,ios,4,914.35,low,41.05,0.4,1070.24,2244.61,12,187.05,2.45,0.417,6,3.71,2,0,1,1,42.29,0,2,11.1,87.57,medium_risk,medium_engagement,medium_utilization,False,False,False
5773,Tallinn,partner,self_employed,ios,7,1744.24,lower_mid,38.29,0.4,1420.55,1358.46,12,113.2,0.78,0.222,3,5.5,0,0,1,4,29.05,0,0,4.0,98.45,low_risk,medium_engagement,medium_utilization,False,False,False
5774,Pärnu,partner,salaried,android,5,2244.16,mid,50.57,0.48,2739.49,2719.5,12,226.62,1.21,0.307,3,4.9,32,0,1,1,19.75,0,1,1.8,93.83,low_risk,medium_engagement,medium_utilization,False,False,False
5775,Tallinn,partner,salaried,android,6,2097.31,mid,24.6,0.24,1049.8,911.91,18,50.66,0.43,0.126,4,4.36,12,0,1,1,37.77,0,1,5.0,91.92,low_risk,medium_engagement,low_utilization,False,False,False
5776,Tallinn,social,salaried,web,35,1573.15,lower_mid,48.95,0.54,956.15,678.97,12,56.58,0.43,0.234,6,7.44,3,1,1,4,35.66,0,1,1.0,92.64,low_risk,medium_engagement,medium_utilization,False,False,False
5777,Tartu,paid_search,unemployed,ios,6,551.97,low,46.84,0.24,145.6,788.04,12,65.67,1.43,0.294,8,7.74,33,0,0,1,45.19,0,3,16.3,84.82,low_risk,high_engagement,medium_utilization,False,False,False
5778,Tallinn,paid_search,salaried,android,8,2356.25,mid,20.54,0.21,699.07,429.12,12,35.76,0.18,0.087,8,8.29,1,2,1,1,49.87,0,0,0.0,99.54,low_risk,high_engagement,low_utilization,False,False,False
5779,Narva,partner,salaried,android,20,2441.92,mid,13.98,0.42,554.76,3118.89,12,259.91,1.28,0.24,3,5.78,3,1,1,1,33.45,0,1,3.9,95.14,low_risk,medium_engagement,low_utilization,False,False,False
5780,Tallinn,referral,salaried,ios,22,4517.15,upper_mid,20.22,0.26,3354.79,5681.85,24,236.74,1.26,0.209,5,3.39,5,0,1,1,80.99,1,3,14.3,74.28,low_risk,medium_engagement,low_utilization,False,False,False
5781,Pärnu,social,salaried,android,1,1776.65,lower_mid,25.52,0.38,1040.2,1557.91,18,86.55,0.88,0.206,4,5.07,5,0,1,2,44.83,0,0,5.3,99.25,low_risk,medium_engagement,low_utilization,False,False,False
5782,Tallinn,organic,student,web,17,1525.32,lower_mid,24.68,0.3,1919.84,910.19,3,303.4,0.6,0.154,3,4.75,5,1,0,1,34.49,0,1,3.0,95.11,low_risk,medium_engagement,low_utilization,False,False,False
5783,Tartu,paid_search,unemployed,ios,9,480.98,low,77.21,0.71,39.19,1573.24,9,174.8,3.27,0.66,8,9.28,3,2,0,1,25.86,0,1,1.3,90.57,medium_risk,high_engagement,high_utilization,False,False,False
5784,Tallinn,organic,unemployed,android,2,771.23,low,19.61,0.24,541.75,740.9,12,61.74,0.96,0.18,10,4.5,3,0,1,2,37.56,0,1,8.0,92.97,low_risk,high_engagement,low_utilization,False,False,False
5785,Tallinn,organic,gig_worker,ios,4,1436.72,lower_mid,52.78,0.46,2189.85,2204.87,18,122.49,1.53,0.345,6,7.31,9,0,0,3,41.06,1,2,3.3,88.12,medium_risk,medium_engagement,medium_utilization,False,False,False
5786,Other,organic,salaried,ios,1,2009.5,mid,42.16,0.45,1028.53,1508.91,9,167.66,0.75,0.238,8,6.73,20,0,0,1,37.45,0,0,0.0,99.04,low_risk,high_engagement,medium_utilization,False,False,False
5787,Tallinn,referral,self_employed,android,6,1896.24,mid,32.14,0.45,1924.56,2944.06,12,245.34,1.55,0.305,0,7.96,12,0,0,3,38.75,0,1,1.9,90.08,low_risk,low_engagement,medium_utilization,False,False,False
5788,Narva,organic,salaried,android,4,1688.81,lower_mid,47.91,0.27,4318.17,3315.31,9,368.37,1.96,0.342,4,4.11,2,2,1,1,17.24,0,1,1.9,93.93,medium_risk,medium_engagement,medium_utilization,False,False,False
5789,Other,partner,self_employed,android,7,2607.05,mid,28.15,0.35,3885.98,6615.4,6,1102.57,2.54,0.385,6,4.14,0,2,0,1,3.82,1,3,16.3,74.38,medium_risk,medium_engagement,low_utilization,False,False,False
5790,Tallinn,referral,salaried,android,12,1563.65,lower_mid,12.65,0.15,327.31,1411.47,24,58.81,0.9,0.145,3,7.21,6,0,1,1,27.95,0,1,5.9,90.84,low_risk,medium_engagement,low_utilization,False,False,False
5791,Tallinn,organic,self_employed,web,18,2123.33,mid,23.29,0.27,939.07,1350.93,12,112.58,0.64,0.154,3,5.13,14,1,1,2,27.86,0,0,2.4,99.08,low_risk,medium_engagement,low_utilization,False,False,False
5792,Pärnu,organic,salaried,ios,13,2735.97,mid,55.28,0.41,1453.85,4414.01,6,735.67,1.61,0.351,5,5.38,19,0,1,2,49.46,0,0,0.0,98.45,medium_risk,medium_engagement,medium_utilization,False,False,False
5793,Other,referral,salaried,android,16,3408.96,upper_mid,7.25,0.02,2064.44,1197.55,12,99.8,0.35,0.036,4,7.47,4,0,1,3,11.54,0,0,0.0,99.92,low_risk,medium_engagement,low_utilization,False,False,False
5794,Other,partner,gig_worker,android,28,1896.91,mid,53.59,0.53,2101.29,2259.33,6,376.56,1.19,0.322,6,5.72,5,1,0,1,20.45,0,4,6.9,75.29,low_risk,medium_engagement,medium_utilization,False,False,False
5795,Tartu,partner,student,android,29,1038.56,lower_mid,76.62,0.47,310.54,468.43,12,39.04,0.45,0.283,7,5.69,0,2,1,1,20.77,0,1,1.9,93.35,low_risk,high_engagement,high_utilization,False,False,False
5796,Narva,partner,salaried,android,28,1679.89,lower_mid,40.19,0.37,761.51,860.86,6,143.48,0.51,0.193,5,7.0,2,3,0,1,40.16,0,1,8.5,90.0,low_risk,medium_engagement,medium_utilization,False,False,False
5797,Tallinn,social,salaried,web,2,1595.07,lower_mid,56.12,0.45,1445.06,695.6,24,28.98,0.44,0.229,5,7.92,12,0,1,2,30.08,1,4,11.5,72.24,low_risk,medium_engagement,medium_utilization,False,False,False
5798,Other,referral,student,ios,4,570.63,low,12.27,0.15,121.33,1302.29,12,108.52,2.28,0.305,0,8.64,3,2,1,2,33.78,0,2,6.0,83.41,low_risk,low_engagement,low_utilization,False,False,False
5799,Other,social,self_employed,android,10,1233.51,lower_mid,46.51,0.46,796.51,3820.25,18,212.24,3.1,0.515,7,9.31,5,2,0,2,42.53,0,2,0.8,79.44,medium_risk,high_engagement,medium_utilization,False,False,False
5800,Tallinn,partner,salaried,android,6,2098.97,mid,37.48,0.33,641.5,838.8,12,69.9,0.4,0.169,4,5.39,4,1,1,1,28.25,0,0,2.7,98.85,low_risk,medium_engagement,medium_utilization,False,False,False
5801,Tallinn,social,self_employed,android,2,1472.94,lower_mid,47.83,0.36,1162.98,1614.1,18,89.67,1.1,0.271,2,6.49,2,1,1,2,6.93,1,1,0.8,92.42,low_risk,low_engagement,medium_utilization,False,False,False
5802,Tallinn,organic,salaried,android,5,3195.25,upper_mid,19.27,0.14,1403.95,3622.73,18,201.26,1.13,0.173,3,5.98,17,1,1,2,35.3,0,0,0.7,99.31,low_risk,medium_engagement,low_utilization,False,False,False
5803,Tallinn,social,salaried,ios,52,1714.81,lower_mid,38.89,0.29,1219.61,1551.84,3,517.28,0.9,0.216,10,3.74,9,0,0,2,19.74,0,1,3.8,89.63,low_risk,high_engagement,medium_utilization,False,False,False
5804,Narva,paid_search,student,ios,6,878.51,low,32.36,0.36,300.59,2078.3,6,346.38,2.37,0.391,5,6.67,4,0,1,1,35.45,0,0,0.0,99.0,medium_risk,medium_engagement,medium_utilization,False,False,False
5805,Tallinn,partner,salaried,ios,8,1914.22,mid,25.31,0.13,238.15,2303.12,12,191.93,1.2,0.201,4,4.69,18,2,0,2,5.44,0,1,0.0,93.37,low_risk,medium_engagement,low_utilization,False,False,False
5806,Tallinn,organic,salaried,android,0,1284.78,lower_mid,4.3,0.31,1094.22,1286.88,18,71.49,1.0,0.164,7,3.62,1,0,1,2,28.43,0,0,1.2,99.37,low_risk,high_engagement,low_utilization,False,False,False
5807,Tallinn,paid_search,salaried,android,18,3074.81,upper_mid,29.58,0.3,613.74,2105.44,18,116.97,0.68,0.179,5,6.39,2,2,1,1,59.73,1,1,1.8,93.18,low_risk,medium_engagement,low_utilization,False,False,False
5808,Other,organic,salaried,ios,7,2678.77,mid,16.68,0.17,4859.96,2022.33,9,224.7,0.75,0.124,3,4.94,0,0,1,1,24.82,0,0,0.7,99.39,low_risk,medium_engagement,low_utilization,False,False,False
5809,Tartu,organic,salaried,web,2,2788.82,mid,24.06,0.33,2362.6,2254.46,12,187.87,0.81,0.181,2,3.8,3,0,1,1,10.5,0,2,0.4,82.11,low_risk,low_engagement,low_utilization,False,False,False
5810,Tallinn,organic,salaried,ios,48,2586.15,mid,34.09,0.3,2259.68,467.66,12,38.97,0.18,0.124,5,5.55,15,0,1,2,13.47,0,0,0.0,99.34,low_risk,medium_engagement,medium_utilization,False,False,False
5811,Tallinn,partner,salaried,android,21,1609.81,lower_mid,17.42,0.32,764.2,544.82,24,22.7,0.34,0.12,3,0.87,8,2,1,2,30.79,0,1,0.7,92.62,low_risk,medium_engagement,low_utilization,False,False,False
5812,Other,organic,salaried,ios,18,1620.8,lower_mid,4.17,0.09,1039.13,997.62,18,55.42,0.62,0.078,1,7.43,3,0,1,1,30.22,0,0,0.0,99.48,low_risk,low_engagement,low_utilization,False,False,False
5813,Narva,organic,salaried,android,44,2459.93,mid,16.01,0.16,247.62,1891.71,6,315.29,0.77,0.14,2,3.87,19,0,0,3,16.14,0,0,0.0,99.33,low_risk,low_engagement,low_utilization,False,False,False
5814,Tallinn,organic,salaried,android,7,3603.69,upper_mid,10.62,0.26,2997.49,3822.59,9,424.73,1.06,0.168,10,6.53,4,2,0,2,46.29,0,2,9.7,90.42,low_risk,high_engagement,low_utilization,False,False,False
5815,Tallinn,referral,self_employed,ios,18,2174.82,mid,0.0,0.25,619.18,944.79,6,157.46,0.43,0.083,2,7.88,2,0,0,4,45.52,0,0,0.0,99.69,low_risk,low_engagement,low_utilization,False,False,False
5816,Tallinn,organic,self_employed,android,3,2675.98,mid,17.09,0.26,1995.93,1250.18,12,104.18,0.47,0.116,3,5.44,17,1,1,1,25.39,1,6,20.5,64.77,low_risk,medium_engagement,low_utilization,False,False,False
5817,Tallinn,organic,salaried,ios,17,1746.97,lower_mid,71.67,0.56,251.21,1078.75,3,359.58,0.62,0.311,7,4.52,14,1,0,3,4.66,0,1,2.3,92.19,low_risk,high_engagement,high_utilization,False,False,False
5818,Tartu,paid_search,self_employed,android,0,2790.17,mid,56.73,0.4,,1077.44,9,119.72,0.39,0.214,5,8.3,7,0,1,3,54.27,0,2,4.7,85.7,low_risk,medium_engagement,medium_utilization,True,False,False
5819,Other,referral,unemployed,ios,2,561.25,low,62.67,0.45,238.19,770.78,24,32.12,1.37,0.357,6,6.63,3,3,1,1,13.93,0,1,0.2,91.88,medium_risk,medium_engagement,medium_utilization,False,False,False
5820,Tartu,organic,unemployed,ios,8,707.0,low,17.52,0.19,154.67,175.47,12,14.62,0.25,0.093,0,7.11,5,0,1,1,56.0,0,1,3.2,93.31,low_risk,low_engagement,low_utilization,False,False,False
5821,Narva,organic,salaried,android,0,1847.4,mid,10.52,0.31,3154.87,2620.1,9,291.12,1.42,0.218,5,6.51,3,0,1,1,21.0,0,1,6.0,94.2,low_risk,medium_engagement,low_utilization,False,False,False
5822,Tartu,organic,gig_worker,android,9,1842.84,mid,34.57,0.45,802.95,1198.32,9,133.15,0.65,0.214,4,8.62,1,1,1,1,34.54,0,0,0.7,99.37,low_risk,medium_engagement,medium_utilization,False,False,False
5823,Pärnu,social,salaried,ios,10,2880.33,mid,32.66,0.37,,737.03,12,61.42,0.26,0.15,3,6.41,0,0,1,1,43.83,0,0,1.3,99.57,low_risk,medium_engagement,medium_utilization,True,False,False
5824,Pärnu,paid_search,salaried,ios,14,1252.4,lower_mid,32.65,0.49,1400.07,1092.65,24,45.53,0.87,0.239,6,7.02,2,2,1,2,39.82,1,1,3.6,94.68,low_risk,medium_engagement,medium_utilization,False,False,False
5825,Tallinn,referral,salaried,ios,1,3339.4,upper_mid,4.56,0.22,1433.58,3018.29,12,251.52,0.9,0.134,4,6.45,10,1,1,1,23.8,0,0,0.6,99.09,low_risk,medium_engagement,low_utilization,False,False,False
5826,Tallinn,organic,salaried,ios,3,4824.37,upper_mid,30.15,0.41,2234.28,12113.85,24,504.74,2.51,0.401,3,7.78,2,0,1,1,13.29,0,0,0.0,96.85,medium_risk,medium_engagement,medium_utilization,False,False,False
5827,Tartu,paid_search,salaried,android,13,1854.42,mid,32.62,0.31,3004.99,4402.3,24,183.43,2.37,0.368,5,7.71,17,1,1,1,9.45,0,1,0.8,93.0,medium_risk,medium_engagement,medium_utilization,False,False,False
5828,Tallinn,organic,self_employed,ios,15,1817.52,mid,4.71,0.16,1586.66,856.55,6,142.76,0.47,0.074,1,4.83,10,0,1,1,21.36,0,0,4.1,99.63,low_risk,low_engagement,low_utilization,False,False,False
5829,Tallinn,organic,gig_worker,android,0,2083.2,mid,25.25,0.28,1819.59,966.63,3,322.21,0.46,0.136,0,4.63,1,1,1,1,42.73,0,1,4.2,94.67,low_risk,low_engagement,low_utilization,False,False,False
5830,Tartu,paid_search,salaried,android,11,2149.65,mid,30.55,0.24,1035.45,1878.07,18,104.34,0.87,0.188,3,6.11,15,1,1,1,33.44,0,0,0.0,99.08,low_risk,medium_engagement,medium_utilization,False,False,False
5831,Other,paid_search,salaried,ios,22,2097.08,mid,13.12,0.19,775.05,791.04,18,43.95,0.38,0.09,4,5.39,9,1,1,2,46.8,0,0,0.0,99.52,low_risk,medium_engagement,low_utilization,False,False,False
5832,Tartu,organic,salaried,web,1,4079.1,upper_mid,8.1,0.22,2011.05,2357.66,9,261.96,0.58,0.103,0,0.5,16,0,1,3,12.03,0,0,0.0,99.46,low_risk,low_engagement,low_utilization,False,False,False
5833,Narva,referral,salaried,ios,7,1307.26,lower_mid,70.32,0.49,74.08,1537.1,3,512.37,1.18,0.365,3,9.82,3,0,1,1,23.58,0,0,2.0,97.58,medium_risk,medium_engagement,high_utilization,False,False,False
5834,Tartu,social,unemployed,android,6,493.16,low,52.97,0.49,340.07,494.18,6,82.36,1.0,0.302,6,5.15,14,2,1,2,18.6,1,1,2.9,90.96,low_risk,medium_engagement,medium_utilization,False,False,False
